Driver Step Detail ID	Audit ID	Driver Step ID	APP Name	Run Name	Group Number	Run Order Number	Run Status Code	Error Process Number	SESSION START DATE TIME	SESSION END DATE TIME	Run Start Date Time	Run End Date Time	Create Date Time	Last Modified Date Time
16706110254	998109	1589120123	EDW	O_2_D_LIFE_APTX_ALPHA_NRT	1200	5	S	2	?	?	2016-08-31 14:09:50.770000	2016-08-31 14:10:17.150000	2016-08-31 13:31:13.810000	2016-08-31 13:31:13.810000
16706110255	998109	1589120124	EDW	O_2_D_LIFE_APTX_ALPHA_NRT	1200	10	S	2	?	?	2016-08-31 14:10:18.830000	2016-08-31 14:10:42.390000	2016-08-31 13:31:13.810000	2016-08-31 13:31:13.810000
16706110256	998109	1589120125	EDW	O_2_D_LIFE_APTX_ALPHA_NRT	1250	10	S	2	?	?	2016-08-31 14:11:15.790000	2016-08-31 14:11:26.080000	2016-08-31 13:31:13.810000	2016-08-31 13:31:13.810000
16706110257	998109	1589120126	EDW	O_2_D_LIFE_APTX_ALPHA_NRT	1300	5	S	2	?	?	2016-08-31 14:11:28.970000	2016-08-31 14:11:40.410000	2016-08-31 13:31:13.810000	2016-08-31 13:31:13.810000
16706110258	998109	1589120127	EDW	O_2_D_LIFE_APTX_ALPHA_NRT	1300	10	S	2	?	?	2016-08-31 14:11:42.140000	2016-08-31 14:12:02.570000	2016-08-31 13:31:13.810000	2016-08-31 13:31:13.810000
16706110259	998109	1589120128	EDW	O_2_D_LIFE_APTX_ALPHA_NRT	1350	10	S	2	?	?	2016-08-31 14:12:06.160000	2016-08-31 14:12:16.500000	2016-08-31 13:31:13.810000	2016-08-31 13:31:13.810000
16706110260	998109	1589120129	EDW	O_2_D_LIFE_APTX_ALPHA_NRT	1400	5	S	2	?	?	2016-08-31 14:12:19.350000	2016-08-31 14:12:42.330000	2016-08-31 13:31:13.810000	2016-08-31 13:31:13.810000
16706110261	998109	1589120130	EDW	O_2_D_LIFE_APTX_ALPHA_NRT	1400	10	S	2	?	?	2016-08-31 14:12:21.850000	2016-08-31 14:12:38.540000	2016-08-31 13:31:13.810000	2016-08-31 13:31:13.810000
16706110262	998109	1589120131	EDW	O_2_D_LIFE_APTX_ALPHA_NRT	1400	15	S	2	?	?	2016-08-31 14:12:44.130000	2016-08-31 14:13:39.410000	2016-08-31 13:31:13.810000	2016-08-31 13:31:13.810000
16706110263	998109	1589120132	EDW	O_2_D_LIFE_APTX_ALPHA_NRT	1400	20	S	2	?	?	2016-08-31 14:13:41.320000	2016-08-31 14:14:00.200000	2016-08-31 13:31:13.810000	2016-08-31 13:31:13.810000
16706110264	998109	1589120133	EDW	O_2_D_LIFE_APTX_ALPHA_NRT	1500	5	S	2	?	?	2016-08-31 14:12:23.640000	2016-08-31 14:12:40.120000	2016-08-31 13:31:13.810000	2016-08-31 13:31:13.810000
16706110265	998109	1589120134	EDW	O_2_D_LIFE_APTX_ALPHA_NRT	1500	10	S	2	?	?	2016-08-31 14:12:41.730000	2016-08-31 14:12:53.320000	2016-08-31 13:31:13.810000	2016-08-31 13:31:13.810000
16706110266	998109	1589120135	EDW	O_2_D_LIFE_APTX_ALPHA_NRT	1500	15	S	2	?	?	2016-08-31 14:12:54.810000	2016-08-31 14:13:06.540000	2016-08-31 13:31:13.810000	2016-08-31 13:31:13.810000
16706110267	998109	1589120136	EDW	O_2_D_LIFE_APTX_ALPHA_NRT	1550	10	S	2	?	?	2016-08-31 14:14:08.130000	2016-08-31 14:14:18.490000	2016-08-31 13:31:13.810000	2016-08-31 13:31:13.810000
16706110268	998109	1589120137	EDW	O_2_D_LIFE_APTX_ALPHA_NRT	1600	5	R	2	?	?	2016-08-31 14:14:21.730000	?	2016-08-31 13:31:13.810000	2016-08-31 13:31:13.810000
16707810316	998175	1685320014	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	10	10	S	2	?	?	2016-08-31 14:13:12.770000	2016-08-31 14:13:14.100000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810317	998175	1685320015	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	40	10	S	2	?	?	2016-08-31 14:13:16.690000	2016-08-31 14:13:20.500000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810318	998175	1685320016	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	40	20	S	2	?	?	2016-08-31 14:13:21.930000	2016-08-31 14:13:26.670000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810319	998175	1685320017	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	40	30	S	2	?	?	2016-08-31 14:13:28.110000	2016-08-31 14:13:31.930000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810320	998175	1685320018	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	40	40	S	2	?	?	2016-08-31 14:13:33.630000	2016-08-31 14:13:39.340000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810605	998175	1700920014	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	40	50	S	2	?	?	2016-08-31 14:13:41.170000	2016-08-31 14:13:49.220000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810606	998175	1700920015	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	40	60	S	2	?	?	2016-08-31 14:13:50.740000	2016-08-31 14:13:57.550000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810321	998175	1685320019	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	1	S	2	?	?	2016-08-31 14:13:20.690000	2016-08-31 14:13:24.650000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810322	998175	1685320020	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	2	S	2	?	?	2016-08-31 14:13:22.770000	2016-08-31 14:13:27.080000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810323	998175	1685320021	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	3	S	2	?	?	2016-08-31 14:13:24.910000	2016-08-31 14:13:28.760000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810324	998175	1685320022	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	4	S	2	?	?	2016-08-31 14:13:27.050000	2016-08-31 14:13:31.150000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810325	998175	1685320023	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	5	S	2	?	?	2016-08-31 14:13:29.200000	2016-08-31 14:13:35.230000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810326	998175	1685320024	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	6	S	2	?	?	2016-08-31 14:13:31.410000	2016-08-31 14:13:36.570000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810327	998175	1685320025	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	7	S	2	?	?	2016-08-31 14:13:33.720000	2016-08-31 14:13:38.200000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810328	998175	1685320026	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	8	S	2	?	?	2016-08-31 14:13:36.170000	2016-08-31 14:13:39.950000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810329	998175	1685320027	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	9	S	2	?	?	2016-08-31 14:13:38.270000	2016-08-31 14:13:44.400000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810330	998175	1685320028	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	10	S	2	?	?	2016-08-31 14:13:40.900000	2016-08-31 14:13:48.470000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810331	998175	1685320029	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	11	S	2	?	?	2016-08-31 14:13:42.980000	2016-08-31 14:13:49.090000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810332	998175	1685320030	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	12	S	2	?	?	2016-08-31 14:13:45.400000	2016-08-31 14:13:52.800000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810333	998175	1685320031	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	13	S	2	?	?	2016-08-31 14:13:47.900000	2016-08-31 14:13:53.210000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810334	998175	1685320032	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	14	S	2	?	?	2016-08-31 14:13:49.910000	2016-08-31 14:13:57.650000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810335	998175	1685320033	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	15	S	2	?	?	2016-08-31 14:13:52.360000	2016-08-31 14:13:58.800000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810336	998175	1685320034	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	16	S	2	?	?	2016-08-31 14:13:54.730000	2016-08-31 14:14:02.780000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810337	998175	1685320035	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	17	S	2	?	?	2016-08-31 14:13:57.110000	2016-08-31 14:14:05.160000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810338	998175	1685320036	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	18	S	2	?	?	2016-08-31 14:13:59.500000	2016-08-31 14:14:09.100000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810339	998175	1685320037	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	19	S	2	?	?	2016-08-31 14:14:02.480000	2016-08-31 14:14:10.380000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810340	998175	1685320038	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	20	S	2	?	?	2016-08-31 14:14:05.110000	2016-08-31 14:14:11.590000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810341	998175	1685320039	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	21	S	2	?	?	2016-08-31 14:14:07.450000	2016-08-31 14:14:12.830000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810342	998175	1685320040	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	22	S	2	?	?	2016-08-31 14:14:09.730000	2016-08-31 14:14:14.330000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810343	998175	1685320041	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	23	S	2	?	?	2016-08-31 14:14:11.970000	2016-08-31 14:14:16.950000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810344	998175	1685320042	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	24	S	2	?	?	2016-08-31 14:14:14.190000	2016-08-31 14:14:20.370000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810345	998175	1685320043	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	25	S	2	?	?	2016-08-31 14:14:16.540000	2016-08-31 14:14:21.210000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810346	998175	1685320044	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	26	S	2	?	?	2016-08-31 14:14:18.810000	2016-08-31 14:14:24.050000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810347	998175	1685320045	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	27	S	2	?	?	2016-08-31 14:14:21.020000	2016-08-31 14:14:25.620000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810348	998175	1685320046	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	28	S	2	?	?	2016-08-31 14:14:23.130000	2016-08-31 14:14:27.500000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810349	998175	1685320047	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	29	S	2	?	?	2016-08-31 14:14:25.350000	2016-08-31 14:14:31.340000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810350	998175	1685320048	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	30	S	2	?	?	2016-08-31 14:14:27.710000	2016-08-31 14:14:38.240000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810351	998175	1685320049	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	31	S	2	?	?	2016-08-31 14:14:30.020000	2016-08-31 14:14:48.600000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810352	998175	1685320050	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	32	S	2	?	?	2016-08-31 14:14:32.590000	2016-08-31 14:14:43.320000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810353	998175	1685320051	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	33	S	2	?	?	2016-08-31 14:14:35.160000	2016-08-31 14:14:41.840000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810354	998175	1685320052	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	34	S	2	?	?	2016-08-31 14:14:37.420000	2016-08-31 14:14:42.280000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810355	998175	1685320053	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	35	S	2	?	?	2016-08-31 14:14:39.860000	2016-08-31 14:14:44.700000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810356	998175	1685320054	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	36	S	2	?	?	2016-08-31 14:14:42.010000	2016-08-31 14:14:48.920000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810357	998175	1685320055	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	37	S	2	?	?	2016-08-31 14:14:44.160000	2016-08-31 14:14:47.210000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810358	998175	1685320056	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	38	R	2	?	?	2016-08-31 14:14:46.400000	?	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810359	998175	1685320057	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	50	39	R	2	?	?	2016-08-31 14:14:48.600000	?	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810371	998175	1685320069	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	1	S	2	?	?	2016-08-31 14:13:24.440000	2016-08-31 14:13:30.640000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810372	998175	1685320070	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	2	S	2	?	?	2016-08-31 14:13:26.490000	2016-08-31 14:13:30.370000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810373	998175	1685320071	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	3	S	2	?	?	2016-08-31 14:13:28.680000	2016-08-31 14:13:32.910000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810374	998175	1685320072	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	4	S	2	?	?	2016-08-31 14:13:30.950000	2016-08-31 14:13:35.800000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810375	998175	1685320073	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	5	S	2	?	?	2016-08-31 14:13:33.270000	2016-08-31 14:13:37.740000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810376	998175	1685320074	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	6	S	2	?	?	2016-08-31 14:13:35.790000	2016-08-31 14:13:39.780000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810377	998175	1685320075	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	7	S	2	?	?	2016-08-31 14:13:37.900000	2016-08-31 14:13:47.410000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810378	998175	1685320076	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	8	S	2	?	?	2016-08-31 14:13:40.730000	2016-08-31 14:13:47.510000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810379	998175	1685320077	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	9	S	2	?	?	2016-08-31 14:13:42.960000	2016-08-31 14:13:48.630000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810380	998175	1685320078	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	10	S	2	?	?	2016-08-31 14:13:45.420000	2016-08-31 14:13:49.540000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810381	998175	1685320079	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	11	S	2	?	?	2016-08-31 14:13:47.880000	2016-08-31 14:13:54.280000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810382	998175	1685320080	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	12	S	2	?	?	2016-08-31 14:13:50.080000	2016-08-31 14:13:56.860000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810383	998175	1685320081	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	13	S	2	?	?	2016-08-31 14:13:52.520000	2016-08-31 14:13:59.220000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810384	998175	1685320082	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	14	S	2	?	?	2016-08-31 14:13:55.100000	2016-08-31 14:14:12.110000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810385	998175	1685320083	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	15	S	2	?	?	2016-08-31 14:13:57.530000	2016-08-31 14:14:06.530000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810386	998175	1685320084	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	16	S	2	?	?	2016-08-31 14:13:59.850000	2016-08-31 14:14:08.810000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810387	998175	1685320085	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	17	S	2	?	?	2016-08-31 14:14:02.510000	2016-08-31 14:14:10.670000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810388	998175	1685320086	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	18	S	2	?	?	2016-08-31 14:14:05.000000	2016-08-31 14:14:10.700000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810389	998175	1685320087	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	19	S	2	?	?	2016-08-31 14:14:07.290000	2016-08-31 14:14:12.950000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810390	998175	1685320088	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	20	S	2	?	?	2016-08-31 14:14:09.590000	2016-08-31 14:14:16.240000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810391	998175	1685320089	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	21	S	2	?	?	2016-08-31 14:14:11.970000	2016-08-31 14:14:17.100000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810392	998175	1685320090	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	22	S	2	?	?	2016-08-31 14:14:14.170000	2016-08-31 14:14:18.820000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810393	998175	1685320091	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	23	S	2	?	?	2016-08-31 14:14:16.480000	2016-08-31 14:14:21.540000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810394	998175	1685320092	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	24	S	2	?	?	2016-08-31 14:14:18.820000	2016-08-31 14:14:23.560000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810395	998175	1685320093	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	25	S	2	?	?	2016-08-31 14:14:21.060000	2016-08-31 14:14:26.210000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810396	998175	1685320094	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	26	S	2	?	?	2016-08-31 14:14:23.150000	2016-08-31 14:14:31.350000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810397	998175	1685320095	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	27	S	2	?	?	2016-08-31 14:14:25.370000	2016-08-31 14:14:31.370000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810398	998175	1685320096	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	28	S	2	?	?	2016-08-31 14:14:27.740000	2016-08-31 14:14:33.830000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810399	998175	1685320097	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	29	S	2	?	?	2016-08-31 14:14:29.930000	2016-08-31 14:14:37.390000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810400	998175	1685320098	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	30	S	2	?	?	2016-08-31 14:14:32.630000	2016-08-31 14:14:40.650000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810401	998175	1685320099	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	31	S	2	?	?	2016-08-31 14:14:34.930000	2016-08-31 14:14:39.920000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810402	998175	1685320100	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	32	S	2	?	?	2016-08-31 14:14:37.300000	2016-08-31 14:14:41.830000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810403	998175	1685320101	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	33	S	2	?	?	2016-08-31 14:14:39.490000	2016-08-31 14:14:44.630000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810404	998175	1685320102	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	34	S	2	?	?	2016-08-31 14:14:41.640000	2016-08-31 14:14:45.540000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810405	998175	1685320103	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	35	S	2	?	?	2016-08-31 14:14:43.980000	2016-08-31 14:14:46.710000	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810406	998175	1685320104	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	36	R	2	?	?	2016-08-31 14:14:46.330000	?	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16707810407	998175	1685320105	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	100	37	R	2	?	?	2016-08-31 14:14:48.570000	?	2016-08-31 14:12:59.230000	2016-08-31 14:12:59.230000
16706910212	998167	1700720014	EDW	S_2_O_CL_FA_ISO_NRT	100	10	S	2	?	?	2016-08-31 14:12:21.520000	2016-08-31 14:12:22.360000	2016-08-31 14:12:17.180000	2016-08-31 14:12:17.180000
16706910150	998167	1696320075	EDW	S_2_O_CL_FA_ISO_NRT	5500	10	S	2	?	?	2016-08-31 14:12:26.650000	2016-08-31 14:12:30.240000	2016-08-31 14:12:17.180000	2016-08-31 14:12:17.180000
16706910151	998167	1696320076	EDW	S_2_O_CL_FA_ISO_NRT	5600	10	S	2	?	?	2016-08-31 14:12:33.370000	2016-08-31 14:12:34.750000	2016-08-31 14:12:17.180000	2016-08-31 14:12:17.180000
16706910152	998167	1696320077	EDW	S_2_O_CL_FA_ISO_NRT	5600	20	S	2	?	?	2016-08-31 14:12:36.490000	2016-08-31 14:12:39.850000	2016-08-31 14:12:17.180000	2016-08-31 14:12:17.180000
16706910214	998167	1700720016	EDW	S_2_O_CL_FA_ISO_NRT	5600	30	S	2	?	?	2016-08-31 14:12:41.340000	2016-08-31 14:12:47.920000	2016-08-31 14:12:17.180000	2016-08-31 14:12:17.180000
16706910213	998167	1700720015	EDW	S_2_O_CL_FA_ISO_NRT	5700	10	R	2	?	?	2016-08-31 14:12:50.930000	?	2016-08-31 14:12:17.180000	2016-08-31 14:12:17.180000
16705710390	998178	1783920014	EDW	S_2_O_CTI_REPO_AVAYA	50	10	S	2	?	?	2016-08-31 14:14:36.690000	2016-08-31 14:14:37.380000	2016-08-31 14:14:31.230000	2016-08-31 14:14:31.230000
16705710391	998178	1783920015	EDW	S_2_O_CTI_REPO_AVAYA	100	1	S	2	?	?	2016-08-31 14:14:40.270000	2016-08-31 14:14:44.710000	2016-08-31 14:14:31.230000	2016-08-31 14:14:31.230000
16705710392	998178	1783920016	EDW	S_2_O_CTI_REPO_AVAYA	100	2	S	2	?	?	2016-08-31 14:14:42.600000	2016-08-31 14:14:45.270000	2016-08-31 14:14:31.230000	2016-08-31 14:14:31.230000
16705710393	998178	1783920017	EDW	S_2_O_CTI_REPO_AVAYA	100	3	S	2	?	?	2016-08-31 14:14:44.700000	2016-08-31 14:14:47.720000	2016-08-31 14:14:31.230000	2016-08-31 14:14:31.230000
16705710394	998178	1783920018	EDW	S_2_O_CTI_REPO_AVAYA	100	4	R	2	?	?	2016-08-31 14:14:46.970000	?	2016-08-31 14:14:31.230000	2016-08-31 14:14:31.230000
16705710395	998178	1783920019	EDW	S_2_O_CTI_REPO_AVAYA	100	5	R	2	?	?	2016-08-31 14:14:49.210000	?	2016-08-31 14:14:31.230000	2016-08-31 14:14:31.230000
16162310014	311300	1685720014	MSTR_CMD	BI_DIST_CAD_DLY	50	10	S	2	?	?	2016-08-15 05:01:05.080000	2016-08-15 05:01:05.940000	2016-08-15 05:00:59.990000	2016-08-15 05:00:59.990000
16162310015	311300	1685720015	MSTR_CMD	BI_DIST_CAD_DLY	100	10	F	2	?	?	2016-08-15 05:01:11.000000	2016-08-15 05:01:17.330000	2016-08-15 05:00:59.990000	2016-08-15 05:00:59.990000
